古树名木类别,调查号,树种中文名,消失古树,树种拉丁名,科,属,乡镇名称,村名称,小地名,位置,横坐标,纵坐标,分布,权属,真实树龄,估测树龄,古树等级,树高,胸围,平均冠幅,东西冠幅,南北冠幅,海拔,坡向,坡度,坡位,土壤名称,生长势,生长环境,影响生长环境因素,现存状态,古树历史,管护人单位,管护人,树木特殊状况描述,树种鉴定记载,地上保护现状,养护复壮现状,照片（照片名称，逗号分隔）,图片说明,调查人,调查日期,审核人,审核日期,特征编码,名木类别,名木栽植人,名木栽植时间,备注,,,
古树,14954,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,东村村委会,猫头岩,乡村,108.4440600,30.7018100,散生,集体,120,120,三级,16.2,442,17,15,19,307,西北,30,中部,黄壤,正常株,良好,无,遗漏树木,当地村民何先芳今年66岁，他说他小时候这树的胸径就有1尺多,新田镇东村村2组,新田镇东村村2组,十树1米3处分3叉,无,"避雷针,","其它,",,该树为2011年调查遗漏,蒲昌明,2017-04-17,蔡孔瑜,2018-05-04,1 3 2110 0120 162 0442 017 1 1,纪念树,,2018-05-19,,,,
古树,14955,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,西村村委会,谭家磴,乡村,108.4315900,30.6853800,散生,集体,206,206,三级,19.2,650,22,19,25,238,西南,10,脊部,紫色土,正常株,良好,房屋，地坝,无,向长荣说，他67岁，小时候就有那个枯洞,新田镇西村村4组,新田镇西村村4组,有枯洞,无,"避雷针,","其它,",,已挂牌0838号,蒲昌明,2017-04-17,蔡孔瑜,2018-05-04,1 3 2110 0206 192 0650 022 1 1,纪念树,,2018-05-19,,,,
古树,14956,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,西村村委会,谭家磴,乡村,108.4304800,30.6837400,散生,集体,110,110,三级,14.5,408,21,19,23,262,西北,10,中部,紫色土,正常株,良好,无,无,无,新田镇西村村5组,新田镇西村村5组,在1米3处分双叉,无,"避雷针,","其它,",,已掛牌，掉了，不知其号,蒲昌明,2017-04-17,蔡孔瑜,2018-05-04,1 3 2110 0110 145 0408 021 1 1,纪念树,,2018-05-19,,,,
古树,14958,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,官塘石板,乡村,108.4362100,30.7348500,散生,集体,130,130,三级,13.7,550,17,19,15,330,北,10,中部,黄壤,正常株,良好,土壤贫瘠，岩石裸露,无,有位老婆婆说，有一百多年了,新田镇小岭社区4组,新田镇小岭社区4组,有空洞,无,"避雷针,","其它,",,2011年调查过，没挂牌,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0130 137 0550 017 1 1,纪念树,,2018-05-19,,,,
古树,14959,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,下院子,乡村,108.4326100,30.7367400,散生,集体,120,120,三级,14.5,320,10,13,7,342,西北,10,中部,黄壤,正常株,良好,房屋，石坎子,遗漏树木,陈发乾今年82岁，他说他都不知道何时栽的，过亏好见辈人了,新田镇小岭社区4组,新田镇小岭社区4组,有枯洞,无,"避雷针,","其它,",,据说，挂过牌的，但没见到牌,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0120 145 0320 010 1 1,纪念树,,2018-05-19,,,,
古树,14960,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,黄岭包,乡村,108.4447100,30.7153000,散生,集体,130,130,三级,17.2,370,16,15,17,365,西,20,中部,紫色土,正常株,良好,无,无,当地村民王邦胜说，他今年74岁，他小时候这树就很大了,新田镇小岭社区5组,新田镇小岭社区5组,树干凸凹明显,无,"避雷针,","其它,",,2011年调查遗漏,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0130 172 0370 016 1 1,纪念树,,2018-05-19,,,,
古树,14961,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,羊耳坝,乡村,108.4378400,30.7149500,散生,集体,206,206,三级,13.8,380,15,14,16,289,西北,20,脊部,黄壤,正常株,差,房屋，石坎子,无,此树年龄大，有枯洞,新田镇小岭社区5组,新田镇小岭社区5组,有空洞，树干凸凹明显,无,"避雷针,","其它,",,己挂牌0847号,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0206 138 0380 015 1 3,纪念树,,2018-05-19,,,,
古树,14962,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,跳磴,乡村,108.4352600,30.7152100,散生,集体,160,160,三级,10.5,330,12,10,14,247,西南,10,中部,黄壤,正常株,差,房屋，石坎子,无,无,新田镇小岭社区5组,新田镇小岭社区5组,有空洞,无,"避雷针,","其它,",,己挂牌0850号,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0160 105 0330 012 1 3,纪念树,,2018-05-19,,,,
古树,14963,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,跳磴,乡村,108.4352800,30.7154700,散生,集体,140,140,三级,7.5,320,7,9,6,251,西,10,中部,黄壤,正常株,良好,房屋，地坝,无,村民李祥碧今年83岁，她说，她十几岁来这里，这树就很大丁,新田镇小岭社区5组,新田镇小岭社区5组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没挂牌,蒲昌明,2017-04-18,蔡孔瑜,2018-05-04,1 3 2110 0140 075 0320 007 1 1,纪念树,,2018-05-19,,,,
古树,14965,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,大树旁,乡村,108.4218500,30.7063700,散生,集体,206,206,三级,17.6,423,17,16,19,314,南,10,中部,黄壤,正常株,良好,房屋,无,无,新田镇谭绍村5组,新田镇谭绍村5组,树干凸凹明显，树皮苍老,无,"避雷针,","其它,",,已挂牌0848号,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0206 176 0423 017 1 1,纪念树,,2018-05-19,,,,
古树,14966,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,大树塝,乡村,108.4221900,30.7062900,散生,集体,160,160,三级,19.5,400,27,24,30,305,西北,10,中部,黄壤,正常株,良好,无,无,无,新田镇谭绍村5组,新田镇谭绍村5组,树皮很苍老，分为3叉，树干倾斜，树冠很大,无,"避雷针,","其它,",,已挂牌0849号,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0160 195 0400 027 1 1,纪念树,,2018-05-19,,,,
古树,14967,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,冉家湾,乡村,108.4195200,30.7036900,散生,集体,135,135,三级,10.8,324,14,12,16,255,西,10,中部,紫色土,正常株,良好,房屋,无,村民张明珍今年68岁，她说她50年来这里这树就这么大了。冉振梦今年71岁，土改时搬到这是来住，这树就这样大了。,新田镇谭绍村6组,新田镇谭绍村6组,韧干凸凹明显，有附着植物,无,"避雷针,","其它,",,2011年调查过，但没见到号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0135 108 0324 014 1 1,纪念树,,2018-05-19,,,,
古树,14968,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,凉水函,乡村,108.4203900,30.7029100,散生,集体,125,125,三级,17.5,378,15,17,14,281,南,20,下部,黄壤,正常株,良好,土壤贫瘠，岩石裸露,无,当地村民说，不晓得到底好多年了，起码是百多年,新田镇谭绍村6组,新田镇谭绍村6组,树皮苍老，根系发达,无,"避雷针,","其它,",,2011年调查过，但没见号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0125 175 0378 015 1 1,纪念树,,2018-05-19,,,,
古树,14969,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,黄李冲堰,乡村,108.4229700,30.7009400,散生,集体,135,135,三级,11.8,368,11,10,12,296,西,10,下部,紫色土,正常株,良好,无,无,当地村民说，不晓得有好多年了,新田镇谭绍村6组,新田镇谭绍村6组,树干有沟，偏斜于塘上,无,"避雷针,","其它,",,2011年调查过，没见号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0135 118 0368 011 1 1,纪念树,,2018-05-19,,,,
古树,14970,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,黄李冲院子,乡村,108.4228900,30.7005700,散生,集体,110,110,三级,10.9,328,15,17,13,296,南,30,中部,紫色土,正常株,良好,无,遗漏树木,无,新田镇谭绍村6组,新田镇谭绍村6组,树干上有深槽，在1米处分叉,无,"避雷针,","其它,",,2011年调查遗漏,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0110 109 0328 015 1 1,纪念树,,2018-05-19,,,,
古树,14971,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,黄天华屋前,乡村,108.4323700,30.7097800,散生,集体,125,125,三级,9.9,368,10,8,13,323,西北,20,中部,黄壤,正常株,良好,公路,无,无,新田镇谭绍村4组,新田镇谭绍村4组,树干凸凹,无,"避雷针,","其它,",,2011年调查过，但没见号牌1,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0125 099 0368 010 1 1,纪念树,,2018-05-19,,,,
古树,14972,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,太阳顶院子,乡村,108.4326000,30.7108200,散生,集体,255,255,三级,16.8,472,16,15,17,283,西南,20,下部,黄壤,正常株,良好,房屋，地坝,无,当地村民陈国碧85岁，她说她二大大都不晓得这树有好多年，二大大就死了二十年，起码有200年了,新田镇谭绍村4组,新田镇谭绍村4组,树干倾斜，凸凹明显，分叉,无,"避雷针,","其它,",,挂过牌，但没见到牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0255 168 0472 016 1 1,纪念树,,2018-05-19,,,,
古树,14973,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,三叶竹,乡村,108.4342600,30.7110900,散生,集体,145,145,三级,11.7,360,11,9,14,285,西北,20,中部,黄壤,正常株,良好,土壤贫瘠，石堡坎影响,无,村民程地荣72岁，他说他小时候这树就有这样大了,新田镇谭绍村4组,新田镇谭绍村4组,凸凹明显，在1米3处分双叉,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0145 117 0360 011 1 1,纪念树,,2018-05-19,,,,
古树,14974,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,桥上,乡村,108.4312700,30.7151400,散生,集体,155,155,三级,11.2,263,11,9,14,245,西南,20,山谷,紫色土,正常株,良好,房屋，石坎子，人行路,无,无,新田镇谭绍村4组,新田镇谭绍村4组,树干有深糟,无,"避雷针,","其它,",,已挂牌0844号,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0155 112 0263 011 1 1,纪念树,,2018-05-19,,,,
古树,14975,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,桥下,乡村,108.4310400,30.7153100,散生,集体,105,105,三级,13.5,280,13,16,11,245,西北,20,山谷,紫色土,正常株,良好,房屋,无,无,新田镇谭绍村4组,新田镇谭绍村4组,无,无,"避雷针,","其它,",,己挂牌0845号,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0105 135 0280 013 1 1,纪念树,,2018-05-19,,,,
古树,14976,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,岩脚,乡村,108.4281400,30.7193500,散生,集体,165,165,三级,14.6,515,16,13,19,205,西,20,下部,紫色土,正常株,良好,无,无,无,新田镇谭绍村3组,新田镇谭绍村3组,有枯洞,无,"避雷针,","其它,",,2011年调查，挂了牌的，没有见到号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0165 146 0515 016 1 1,纪念树,,2018-05-19,,,,
古树,14977,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,七连田,乡村,108.4189500,30.7074200,散生,集体,155,155,三级,11.8,382,10,8,12,260,西南,20,中部,黄壤,正常株,良好,生产活动，养鸡场,无,无,新田镇谭绍村5组,新田镇谭绍村5组,无,无,"避雷针,","其它,",,2011年调查过，但没见到号牌,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 3 2110 0155 118 0382 010 1 1,纪念树,,2018-05-19,,,,
古树,14978,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,吴告院子,乡村,108.4400400,30.7174500,散生,集体,115,115,三级,19.8,362,19,21,17,302,西南,20,中部,紫色土,正常株,良好,无,无,无,新田镇小岭社区5组,新田镇小岭社区5组,树干在1米3处分3叉，树冠很大,无,"避雷针,","其它,",,无,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0115 198 0362 019 1 1,纪念树,,2018-05-19,,,,
古树,14979,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,项成龙屋前,乡村,108.4358700,30.7155100,散生,集体,110,110,三级,7.2,291,3,2,4,271,北,20,下部,黄壤,衰弱株,差,房屋，地坝,无,无,新田镇小岭社区5组,新田镇小岭社区5组,树干枯了一半，没有枝垭,无,"避雷针,","其它,",,无,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0110 072 0291 003 2 3,纪念树,,2018-05-19,,,,
古树,14980,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,龙金孑,乡村,108.4347000,30.7180700,散生,集体,140,140,三级,14.7,452,14,16,13,264,南,20,中部,紫色土,正常株,良好,无,无,村民张中云66岁，他说他小时候这树几个人都围不到,新田镇小岭社区5组,新田镇小岭社区5组,有枯洞,无,"避雷针,","其它,",,2011年调过过，但没见到号牌,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0140 147 0452 014 1 1,纪念树,,2018-05-19,,,,
古树,14983,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,王家岩,乡村,108.4311700,30.7225700,散生,集体,205,205,三级,13.7,312,10,9,12,311,南,30,中部,紫色土,正常株,良好,无,无,无,新田镇谭绍村2组,新田镇谭绍村2组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0205 137 0312 010 1 1,纪念树,,2018-05-19,,,,
古树,14984,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,大坪梁梁,乡村,108.4332600,30.7223500,散生,集体,205,205,三级,9.3,361,9,9,10,366,西,10,中部,紫色土,正常株,良好,无,无,无,新田镇谭绍村2组,新田镇谭绍村2组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0205 093 0361 009 1 1,纪念树,,2018-05-19,,,,
古树,15107,马尾松,2022雷击死亡,Pinus massoniana Lamb.,松科,松属,龙驹镇,龙溪村委会,矮子厂,乡村,108.5586000,30.5761000,散生,集体,145,145,三级,23,234,10,10,10,850,东,10,中部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1808 0145 230 0234 010 1 1,纪念树,,2018-05-19,已销号,,,
古树,14985,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,上张家磴,乡村,108.4337500,30.7269200,散生,集体,125,125,三级,16.8,348,13,10,16,349,南,10,中部,紫色土,正常株,良好,房屋,无,无,新田镇谭绍村1组,新田镇谭绍村1组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0125 168 0348 013 1 1,纪念树,,2018-05-19,,,,
古树,14986,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,下张家磴,乡村,108.4304500,30.7300600,散生,集体,110,110,三级,19.6,379,15,13,17,238,西,20,脊部,紫色土,正常株,良好,无,无,无,新田镇谭绍村1组,新田镇谭绍村1组,有枯洞,无,"避雷针,","其它,",,无,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0110 196 0379 015 1 1,纪念树,,2018-05-19,,,,
古树,14987,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,板凳脚,乡村,108.4293800,30.7312400,散生,集体,115,115,三级,15.8,356,11,13,10,231,西北,20,下部,紫色土,正常株,良好,无,无,无,新田镇谭绍村1组,新田镇谭绍村1组,无,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 3 2110 0115 158 0356 011 1 1,纪念树,,2018-05-19,,,,
古树,14988,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,天德村委会,胡家林,乡村,108.4023500,30.6628800,散生,集体,215,215,三级,20.7,432,16,15,18,368,北,20,中部,黄壤,正常株,良好,无,无,无,新田镇天德村1组,新田镇天德村1组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0215 207 0432 016 1 1,纪念树,,2018-05-19,,,,
古树,14989,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,天德村委会,牛滚凼,乡村,108.4028300,30.6608900,散生,集体,185,185,三级,13.5,394,19,16,22,400,西北,20,中部,黄壤,正常株,良好,无,无,无,新田镇天德村1组,新田镇天德村1组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0185 135 0394 019 1 1,纪念树,,2018-05-19,,,,
古树,14990,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,磨子湾,乡村,108.3953900,30.6685400,散生,集体,225,225,三级,14.9,432,5,4,6,226,东,5,脊部,紫色土,正常株,良好,无,无,无,新田镇金山村5组,新田镇金山村5组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0225 149 0432 005 1 1,纪念树,,2018-05-19,,,,
古树,14991,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,磨子湾,乡村,108.3959600,30.6690900,散生,集体,125,125,三级,12.4,379,14,13,16,215,西北,10,中部,黄壤,正常株,良好,无,无,无,新田镇金山村5组,新田镇金山村5组,树干凸凹明显,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0125 124 0379 014 1 1,纪念树,,2018-05-19,,,,
古树,14992,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,吴锡坤屋前,乡村,108.3964800,30.6635900,散生,个人,135,135,三级,15.4,370,12,14,11,297,北,10,中部,黄壤,正常株,良好,房屋,无,据当地村民吴锡坤讲，这树是他的老辈子栽的，不知有多少年了。,新田镇金山社区5组吴锡坤,吴锡坤,有枯洞,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0135 154 0370 012 1 1,纪念树,,2018-05-19,,,,
古树,14993,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,黄葛树梁,乡村,108.3925500,30.6689000,散生,集体,125,125,三级,16.2,320,15,13,17,290,西北,20,中部,紫色土,正常株,良好,无,无,无,新田镇金山村5组,新田镇金山村5组,有枯洞,无,"避雷针,","其它,",,2011年调查，没有号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0125 162 0320 015 1 1,纪念树,,2018-05-19,,,,
古树,14994,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,学堂塝,乡村,108.3945700,30.6704400,散生,个人,135,135,三级,17.1,437,13,16,10,280,东南,20,中部,紫色土,正常株,良好,房屋,无,无,新田镇金山社区5组何先发,何先发,凸凹深，有枯洞,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-26,蔡孔瑜,2018-05-04,1 3 2110 0135 171 0437 013 1 1,纪念树,,2018-05-19,,,,
古树,14995,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,嘴嘴户,乡村,108.3965800,30.6713900,散生,个人,195,195,三级,10.8,364,17,15,20,219,东南,20,中部,紫色土,正常株,良好,土壤贫瘠，石堡坎影响,无,无,新田镇金山社区5组何先禄,何先禄,无,无,"避雷针,","其它,",,2011年调查过，没号牌,蒲昌明,2017-06-14,蔡孔瑜,2018-05-04,1 3 2110 0195 108 0364 017 1 1,纪念树,,2018-05-19,,,,
古树,14996,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,石告梁,乡村,108.4015000,30.6841400,散生,集体,195,195,三级,13.4,403,9,11,7,189,北,20,下部,紫色土,正常株,良好,无,无,无,新田镇金山社区6组,新田镇金山社区6组,树干倾斜,无,"避雷针,","其它,",,2011年调查过，没有号牌,蒲昌明,2017-04-27,蔡孔瑜,2018-05-04,1 3 2110 0195 134 0403 009 1 1,纪念树,,2018-05-19,,,,
古树,14998,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,向家包,乡村,108.4043100,30.6793100,散生,集体,175,175,三级,14.6,364,15,13,17,186,西,10,下部,黄壤,正常株,良好,无,无,无,新田镇金山社区6组,新田镇金山社区6组,树干粗，有洞,无,"避雷针,","其它,",,2011年调查，已掛牌，但号数与村组不合,蒲昌明,2017-04-27,蔡孔瑜,2018-05-04,1 3 2110 0175 146 0364 015 1 1,纪念树,,2018-05-19,,,,
古树,14999,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,金山社区居委会,沙湾,乡村,108.3964400,30.6720400,散生,个人,165,165,三级,12.8,427,11,14,8,241,西北,10,上部,紫色土,正常株,良好,房屋，地坝,无,无,新田镇金山社区5组冯长荣,冯长荣,树干粗壮，有附着植物,无,"避雷针,","其它,",,2011年调查过，已挂牌0832号,蒲昌明,2017-04-27,蔡孔瑜,2018-05-04,1 3 2110 0165 128 0427 011 1 1,纪念树,,2018-05-19,,,,
古树,15101,柏木,,Cupressus funebris Endl.,柏科,柏木属,龙驹镇,龙溪村委会,邓家坝,乡村,108.5878000,30.5747000,散生,集体,135,135,三级,21,247,10,10,10,610,北,5,中部,紫色土,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 0684 0135 210 0247 010 1 1,纪念树,,2018-05-19,,,,
古树,15103,柏木,,Cupressus funebris Endl.,柏科,柏木属,龙驹镇,龙溪村委会,药王庙,乡村,108.5832000,30.5737000,散生,集体,145,145,三级,16,265,5,6,5,620,南,5,下部,紫色土,正常株,良好,无,遗漏树木,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 0684 0145 160 0265 005 1 1,纪念树,,2018-05-19,,,,
古树,15104,柏木,,Cupressus funebris Endl.,柏科,柏木属,龙驹镇,龙溪村委会,药王庙,乡村,108.5822000,30.5736000,散生,集体,135,135,三级,24,157,9,9,10,630,北,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 0684 0135 240 0157 009 1 1,纪念树,,2018-05-19,,,,
古树,15105,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,龙溪村委会,三层房子,乡村,108.5758000,30.5705000,散生,集体,215,215,三级,24,100,7,7,8,670,东,5,下部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1507 0215 240 0100 007 1 1,纪念树,,2018-05-19,,,,
古树,15106,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,龙驹镇,龙溪村委会,学校,乡村,108.5830700,30.5739100,散生,集体,150,150,三级,20,565,7,8,7,621,东,10,下部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1507 0150 200 0565 007 1 1,纪念树,,2018-05-19,,,,
古树,15127,黄葛树,2018年风倒,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,太吉村委会,何家花屋基,乡村,108.6211000,30.6302000,散生,集体,300,300,二级,12,501,4,4,5,390,东南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 2 2110 0300 120 0501 004 1 1,纪念树,,2018-05-19,已销号,,,
古树,15108,马尾松,,Pinus massoniana Lamb.,松科,松属,龙驹镇,龙溪村委会,矮子厂,乡村,108.5583000,30.5761000,散生,集体,145,145,三级,23,188,9,9,10,850,东,5,中部,黄壤,正常株,良好,无,无,无,龙驹镇龙溪村,龙驹镇龙溪村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 3 1808 0145 230 0188 009 1 1,纪念树,,2018-05-19,,,,
古树,15109,银杏,,Ginkgo biloba Linn.,银杏科,银杏属,龙驹镇,灯台村委会,唐家院子,乡村,108.6086000,30.6822000,散生,集体,160,160,三级,21,247,4,4,5,320,北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇灯台村,龙驹镇灯台村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 1533 0160 210 0247 004 1 1,纪念树,,2018-05-19,,,,
古树,15110,柏木,,Cupressus funebris Endl.,柏科,柏木属,龙驹镇,灯台村委会,唐家院子,乡村,108.6092000,30.6825000,散生,集体,150,150,三级,23,187,11,11,12,290,北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇灯台村,龙驹镇灯台村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 3 0684 0150 230 0187 011 1 1,纪念树,,2018-05-19,,,,
