古树名木类别,调查号,树种中文名,消失古树,树种拉丁名,科,属,乡镇名称,村名称,小地名,位置,横坐标,纵坐标,分布,权属,真实树龄,估测树龄,古树等级,树高,胸围,平均冠幅,东西冠幅,南北冠幅,海拔,坡向,坡度,坡位,土壤名称,生长势,生长环境,影响生长环境因素,现存状态,古树历史,管护人单位,管护人,树木特殊状况描述,树种鉴定记载,地上保护现状,养护复壮现状,照片（照片名称，逗号分隔）,图片说明,调查人,调查日期,审核人,审核日期,特征编码,名木类别,名木栽植人,名木栽植时间,备注,,,
古树,14034,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,天城镇,董家居委会,垭口油坊,乡村,108.3859500,30.8836600,散生,集体,300,300,二级,12,605,12,16,8,365,南,5,上部,紫色土,正常株,良好,房屋，被砍伐部分树干,无,无,天城镇董家社区,天城镇董家社区,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-20,蔡孔瑜,2018-05-04,1 2 2110 0300 120 0605 012 1 1,纪念树,,2018-05-19,,,,
古树,14213,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高梁镇,新店村委会,新店子,乡村,108.2786200,30.8408200,散生,集体,355,355,二级,14,550,14,13,16,306,无坡向,5,平底,紫色土,衰弱株,良好,无,无,无,高梁镇新店村,高梁镇新店村,树干双分枝,无,"避雷针,","其它,",,无,熊国鹏,2017-05-14,蔡孔瑜,2018-05-06,1 2 2110 0355 140 0550 014 2 1,纪念树,,2018-05-19,,,,
古树,14214,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高梁镇,新店村委会,新店子,乡村,108.2785100,30.8397700,散生,集体,355,355,二级,10,450,9,10,8,307,无坡向,5,平底,紫色土,衰弱株,良好,无,无,无,高梁镇新店村,高梁镇新店村,无,无,"避雷针,","其它,",,无,熊国鹏,2017-04-20,蔡孔瑜,2018-05-06,1 2 2110 0355 100 0450 009 2 1,纪念树,,2018-05-19,,,,
古树,14920,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,天德村委会,干河子,乡村,108.4095500,30.6719800,散生,集体,306,306,二级,21.3,463,15,14,17,190,东南,10,山谷,紫色土,正常株,良好,河流,无,当地人说，不晓得到底有多少年,新田镇天德村5组,新田镇天德村5组,树干有枯枝洞，有附着植物,无,"避雷针,","其它,",,己挂牌O815号,蒲昌明,2017-04-14,蔡孔瑜,2018-05-04,1 2 2110 0306 213 0463 015 1 1,纪念树,,2018-05-19,,,,
古树,14957,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,西村村委会,谭家磴,乡村,108.4307100,30.6851900,散生,集体,306,306,二级,23.5,515,23,21,25,221,西北,10,中部,紫色土,正常株,良好,房屋,无,谭家地主修房子时栽的，起码二百多年了,新田镇西村村4组,新田镇西村村4组,有枯洞和附着植物,无,"避雷针,","其它,",,已挂牌0837,蒲昌明,2017-04-17,蔡孔瑜,2018-05-04,1 2 2110 0306 235 0515 023 1 1,纪念树,,2018-05-19,,,,
古树,14964,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,谭绍村委会,石桥子,乡村,108.4179900,30.7052200,散生,集体,306,306,二级,22.3,610,20,16,24,273,西北,10,中部,紫色土,正常株,良好,房屋，石坎子,无,当地村民说，八九十岁的人看到就这么大,新田镇谭绍村5组,新田镇谭绍村5组,树干粗壮，凸凹明显，树皮很苍老,无,"避雷针,","其它,",,己挂牌0843号,蒲昌明,2017-04-19,蔡孔瑜,2018-05-04,1 2 2110 0306 223 0610 020 1 1,纪念树,,2018-05-19,,,,
古树,14982,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,小岭社区居委会,阴米石板,乡村,108.4344200,30.7162900,散生,集体,300,300,二级,20.6,390,17,16,19,221,北,20,下部,黄壤,正常株,良好,无,无,无,新田镇小岭社区5组,新田镇小岭社区5组,树干粗壮，枝叶茂盛,无,"避雷针,","其它,",,已挂牌0846号,蒲昌明,2017-04-24,蔡孔瑜,2018-05-04,1 2 2110 0300 206 0390 017 1 1,纪念树,,2018-05-19,,,,
古树,15113,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,信义社区居委会,卫星桥,乡村,108.6369000,30.6046000,散生,集体,300,300,二级,21,150,16,15,17,380,东,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇信义社区,龙驹镇信义社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 2 2110 0300 210 0150 016 1 1,纪念树,,2018-05-19,,,,
古树,15117,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,龙驹社区居委会,猪市坝,乡村,108.6347000,30.6125000,散生,集体,300,300,二级,17,531,15,16,15,370,西南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇龙驹社区,龙驹镇龙驹社区,无,无,"避雷针,","其它,",,无,李中祥,2017-05-08,蔡孔瑜,2018-05-04,1 2 2110 0300 170 0531 015 1 1,纪念树,,2018-05-19,,,,
古树,15125,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,太吉村委会,彭家花屋基,乡村,108.6176000,30.6286000,散生,集体,300,300,二级,13,249,10,10,11,370,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇太吉村,龙驹镇太吉村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 2 2110 0300 130 0249 010 1 1,纪念树,,2018-05-19,,,,
古树,15136,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6119000,30.6561000,散生,集体,300,300,二级,11,375,13,14,13,300,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 2 2110 0300 110 0375 013 1 1,纪念树,,2018-05-19,,,,
古树,15139,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,赶场社区居委会,国道边,乡村,108.6088200,30.6566300,散生,集体,300,300,二级,22,345,14,15,13,300,东北,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇赶场村,龙驹镇赶场村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-09,蔡孔瑜,2018-05-04,1 2 2110 0300 220 0345 014 1 1,纪念树,,2018-05-19,,,,
古树,15154,黄连木,,Pistacia chinensis Bunge,漆树科,黄连木属,龙驹镇,分水村委会,学校,乡村,108.7131000,30.7069000,散生,集体,300,300,二级,13,156,6,6,7,560,西南,5,下部,紫色土,正常株,良好,无,无,无,龙驹镇分水村,龙驹镇分水村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-12,蔡孔瑜,2018-05-04,1 2 1201 0300 130 0156 006 1 1,纪念树,,2018-05-19,,,,
古树,15176,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,龙驹镇,老熊村委会,灵江寺,乡村,108.5836000,30.6483000,散生,集体,300,300,二级,27,687,31,31,32,345,西南,10,下部,紫色土,正常株,良好,无,无,无,龙驹镇老雄村,龙驹镇老雄村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-13,蔡孔瑜,2018-05-04,1 2 2110 0300 270 0687 031 1 1,纪念树,,2018-05-19,,,,
古树,15709,柏木,,Cupressus funebris Endl.,柏科,柏木属,白土镇,五龙村委会,杉木小学,乡村,108.7900200,30.5985200,散生,集体,350,350,二级,15,302,14,15,13,1070,东南,5,上部,紫色土,正常株,良好,无,无,无,白土镇五龙村,白土镇五龙村,无,无,"避雷针,","其它,",,高笋塘广场,崔炳奎,2017-06-07,蔡孔瑜,2018-05-06,1 2 0684 0350 150 0302 014 1 1,纪念树,,2018-05-19,,,,
古树,22501,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,溪口乡,玉竹村委会,道罗湾,乡村,108.3271400,30.5778300,散生,集体,305,305,二级,12.6,322,8,7,9,349,西北,20,中部,黄壤,正常株,良好,无,无,无,溪口乡玉竹村5组,溪口乡玉竹村5组,有空间,无,"避雷针,","其它,",,己挂牌0893号,蒲昌明,2017-05-12,蔡孔瑜,2018-05-04,1 2 2110 0305 126 0322 008 1 1,纪念树,,2018-05-19,,,,
古树,22706,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,燕山乡,沱基村委会,烧泥坑,乡村,108.3064400,30.5143100,散生,集体,355,355,二级,11.2,526,16,19,14,320,无坡向,5,山谷,黄壤,正常株,良好,无,无,无,燕山乡沱基村3组,燕山乡沱基村3组,树干下部分3杈,无,"避雷针,","其它,",,已挂牌0917号,蒲昌明,2017-05-25,蔡孔瑜,2018-05-04,1 2 2110 0355 112 0526 016 1 1,纪念树,,2018-05-20,,,,
古树,22708,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,燕山乡,沱基村委会,吴家嘴,乡村,108.3062500,30.5109600,散生,集体,400,400,二级,17.5,808,18,19,17,377,西北,10,中部,黄壤,正常株,良好,房屋,无,无,燕山乡沱基村5组,燕山乡沱基村5组,树干在1米8处分4杈,无,"避雷针,","其它,",,已挂牌0915号,蒲昌明,2017-05-25,蔡孔瑜,2018-05-04,1 2 2110 0400 175 0808 018 1 1,纪念树,,2018-05-20,,,,
古树,22721,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,燕山乡,长柏村委会,陈家院子,乡村,108.3016100,30.5375500,散生,集体,325,325,二级,21.7,665,19,17,21,325,西,10,中部,黄壤,正常株,良好,无,无,无,燕山乡长柏村2组,燕山乡长柏村2组,树干很粗，有深槽,无,"避雷针,","其它,",,已挂牌0901号,蒲昌明,2017-05-26,蔡孔瑜,2018-05-04,1 2 2110 0325 217 0665 019 1 1,纪念树,,2018-05-20,,,,
古树,23706,银杏,,Ginkgo biloba Linn.,银杏科,银杏属,普子乡,土庙村委会,枫香坪,乡村,108.8000000,30.5169000,散生,集体,355,355,二级,27,398,9,10,9,610,东北,20,下部,黄壤,正常株,良好,无,无,无,普子乡土庙村,普子乡土庙村,无,无,"避雷针,","其它,",,无,李中祥,2017-05-15,蔡孔瑜,2018-05-04,1 2 1533 0355 270 0398 009 1 1,纪念树,,2018-05-20,,,,
古树,24813,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,五溪村委会,望天丘,乡村,108.3896300,30.6641900,散生,集体,305,305,二级,24.5,588,16,14,18,310,东北,10,脊部,紫色土,正常株,良好,无,无,无,新田镇五溪村1组,新田镇五溪村1组,有很深的槽,无,"避雷针,","其它,",,2011年调查过，挂牌号0821,蒲昌明,2017-05-01,蔡孔瑜,2018-05-04,1 2 2110 0305 245 0588 016 1 1,纪念树,,2018-05-21,,,,
古树,24824,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,五溪村委会,奓口石外边,乡村,108.3816100,30.6578500,散生,集体,400,400,二级,16.9,461,16,14,18,337,西北,10,中部,紫色土,正常株,差,土壤贫瘠，岩石裸露,无,无,新田镇五溪村1组,新田镇五溪村1组,树干有枯洞，有深槽,无,"避雷针,","其它,",,已挂牌0828号,蒲昌明,2017-05-01,蔡孔瑜,2018-05-04,1 2 2110 0400 169 0461 016 1 3,纪念树,,2018-05-21,,,,
古树,24828,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,五溪村委会,小院孑,乡村,108.3709900,30.6562100,散生,集体,405,405,二级,11.8,461,13,14,12,199,西北,20,下部,黄壤,正常株,良好,房屋,无,无,新田镇五溪村1组,新田镇五溪村1组,树干有枯洞,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-05-04,蔡孔瑜,2018-05-04,1 2 2110 0405 118 0461 013 1 1,纪念树,,2018-05-21,,,,
古树,24854,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,新田镇,五溪村委会,梁梁户,乡村,108.3537700,30.6414300,散生,集体,305,305,二级,10.7,630,14,13,15,227,西北,10,下部,黄壤,正常株,良好,房屋,无,无,新田镇五溪村3组,新田镇五溪村3组,有枯洞,无,"避雷针,","其它,",,2011年调查过，没见到号牌,蒲昌明,2017-05-08,蔡孔瑜,2018-05-04,1 2 2110 0305 107 0630 014 1 1,纪念树,,2018-05-21,,,,
古树,24869,马尾松,,Pinus massoniana Lamb.,松科,松属,新田镇,幸家村委会,小水田下坝,乡村,108.4249700,30.6528900,散生,集体,300,300,二级,24.6,245,13,14,12,611,西南,10,中部,黄壤,正常株,良好,煤灰场,无,无,新田镇幸家村3组,新田镇幸家村3组,无,无,"避雷针,","其它,",,已掛牌0887号,蒲昌明,2017-06-06,蔡孔瑜,2018-05-04,1 2 1808 0300 246 0245 013 1 1,纪念树,,2018-05-21,,,,
古树,24870,马尾松,,Pinus massoniana Lamb.,松科,松属,新田镇,幸家村委会,下坝,乡村,108.4251300,30.6530100,散生,集体,305,305,二级,24.1,219,13,12,14,628,西南,10,下部,黄壤,正常株,良好,煤灰场,无,无,新田镇幸家村3组,新田镇幸家村3组,无,无,"避雷针,","其它,",,2011年调查过，没号牌,蒲昌明,2017-06-06,蔡孔瑜,2018-05-04,1 2 1808 0305 241 0219 013 1 1,纪念树,,2018-05-21,,,,
古树,31004,红豆树,2023年风倒死亡,Ormosia hosiei Hemsl. et Wils.,豆科,红豆属,白羊镇,紫金村委会,红豆子梁,乡村,108.5769000,30.8475000,散生,集体,315,315,二级,15,385,14,12,16,580,东,10,上部,紫色土,正常株,差,无,无,无,白羊镇紫金村,白羊镇紫金村,无,无,"避雷针,","其它,",,无,崔炳奎,2017-06-20,蔡孔瑜,2018-05-06,1 2 1582 0315 150 0385 014 1 3,纪念树,,2018-05-21,已销号,,,
古树,23930,枫香,,Liquidambar formosana Hance,金缕梅科,枫香树属,恒合乡,枫木村1组,大梁上,乡村,108°46′27″,30°30′56″,散生,个人,,300,二级,25,340,14.5,14,15,1134,北,15,中,,正常株,中,,正常,,个人,卿兴祥,,,砌树池,,,,任凭、李中祥、邹明,2020-05-18,,,,,,,补充调查新增,,,
古树,23937,锥栗,,"Castanea henryi (Skam) Rehd. et Wils.
",壳斗科,栗属,龙驹林场,枫木村3组,大梁上,乡村,108°46′33″,30°30′50″,散生,国有,,300,二级,23,410,17,16,18,1150,西北,25,中,紫色土,正常株,好,无,正常,无,国有龙驹林场,,,,,,,,任凭、李中祥、邹明,2021-07-22,,,,,,,补充调查新增,,,
古树,23939,锥栗,,"Castanea henryi (Skam) Rehd. et Wils.
",壳斗科,栗属,龙驹林场,枫木村3组,大梁上,乡村,108°46′42″,30°30′54″,散生,国有,,300,二级,26,410,15,14,17,1250,西北,25,中,紫色土,正常株,好,白蚁危害,正常,无,国有龙驹林场,,,,,,,,任凭、李中祥、邹明,2021-07-22,,,,,,,补充调查新增,,,
古树,00101,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,乌龙池社区居委会,沙龙路一段1091号旁,城区,108.3718000,30.8035900,散生,国有,175,175,三级,14,335,13,10,16,250,东南,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0175 140 0335 013 1 1,纪念树,,2018-05-18,,,,
古树,00104,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,白岩路一巷60号附6号旁,城区,108.3688300,30.8131600,散生,国有,156,156,三级,16,450,14,18,10,300,东,5,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"避雷针,","其它,",,基部分成两株,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0156 160 0450 014 1 1,纪念树,,2018-05-18,,,,
古树,00106,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原军分区办公楼,城区,108.3710100,30.8104200,散生,国有,125,125,三级,16,350,17,16,18,250,东,5,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0125 160 0350 017 1 1,纪念树,,2018-05-18,,,,
古树,00109,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原军分区大门对面(传输局),城区,108.3717500,30.8116300,散生,国有,155,155,三级,16,350,16,16,17,300,东,10,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0155 160 0350 016 1 1,纪念树,,2018-05-18,,,,
古树,00110,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原军分区大门对面,城区,108.3719000,30.8113700,散生,国有,155,155,三级,15,200,13,14,12,300,东,10,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0155 150 0200 013 1 1,纪念树,,2018-05-18,,,,
古树,00111,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,乌龙池社区居委会,白岩书院20号旁,城区,108.3716400,30.8115300,散生,国有,145,145,三级,12,200,10,9,12,300,东,10,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0145 120 0200 010 1 1,纪念树,,2018-05-18,,,,
古树,00112,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,三峡水利大厦门前,城区,108.3726000,30.8136700,散生,国有,105,105,三级,10,330,16,18,14,290,东,5,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0105 100 0330 016 1 1,纪念树,,2018-05-18,,,,
古树,00113,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,三峡水利大厦门前,城区,108.3729300,30.8137100,散生,国有,105,105,三级,8,310,10,10,10,290,东,5,中部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,树干西南向有一半损伤，生长畸形！,熊国鹏,2017-05-20,蔡孔瑜,2018-05-06,1 3 2110 0105 080 0310 010 1 1,纪念树,,2018-05-18,,,,
古树,00116,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原卫校五等仓,城区,108.3744000,30.8137000,散生,国有,125,125,三级,18,330,10,10,11,280,东北,10,中部,紫色土,正常株,良好,无,无,无,三峡高等专科学院附属医院,三峡高等专科学院附属医院,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0125 180 0330 010 1 1,纪念树,,2018-05-18,,,,
古树,00117,皂荚,,Gleditsia sinensis Lam.,豆科,皂荚属,高笋塘街道,高笋塘社区居委会,原卫校讲师楼前,城区,108.3748000,30.8133000,散生,国有,185,185,三级,17,210,8,10,7,280,东北,10,中部,紫色土,正常株,良好,无,无,无,三峡高等专科学院附属医院,三峡高等专科学院附属医院,无,无,"砌树池,","其它,",,树干空洞,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 0668 0185 170 0210 008 1 1,纪念树,,2018-05-18,,,,
古树,00120,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原卫校附属医院住院部门口,城区,108.3751000,30.8140200,散生,国有,125,125,三级,9,325,7,7,8,250,东北,5,下部,紫色土,正常株,良好,无,无,无,三峡高等专科学院附属医院,三峡高等专科学院附属医院,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-20,蔡孔瑜,2018-05-06,1 3 2110 0125 090 0325 007 1 1,纪念树,,2018-05-18,,,,
古树,00121,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,原卫校附属医院住院部旁,城区,108.3761000,30.8130000,散生,国有,175,175,三级,18,330,12,8,16,250,东,10,下部,紫色土,正常株,良好,无,无,无,三峡高等专科学院附属医院,三峡高等专科学院附属医院,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0175 180 0330 012 1 1,纪念树,,2018-05-18,,,,
古树,00122,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,偏石板4号院内,城区,108.3766700,30.8130700,散生,国有,120,120,三级,21,345,18,20,16,250,东,10,下部,紫色土,正常株,良好,无,遗漏树木,无,区园林处,区园林处,无,无,"避雷针,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0120 210 0345 018 1 1,纪念树,,2018-05-18,,,,
古树,00123,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,偏石板32号旁,城区,108.3785900,30.8137400,散生,国有,155,155,三级,15,335,15,15,16,210,东,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0155 150 0335 015 1 1,纪念树,,2018-05-18,,,,
古树,00124,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,偏石板30号,城区,108.3783700,30.8137900,散生,国有,120,120,三级,20,315,14,11,18,200,东,10,下部,紫色土,正常株,良好,无,遗漏树木,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0120 200 0315 014 1 1,纪念树,,2018-05-18,,,,
古树,00125,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,四方井（万达金街后）,城区,108.3787300,30.8131400,散生,国有,120,120,三级,15,270,13,13,14,200,东,10,下部,紫色土,正常株,良好,无,遗漏树木,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-04-20,蔡孔瑜,2018-05-06,1 3 2110 0120 150 0270 013 1 1,纪念树,,2018-05-18,,,,
古树,00126,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,八角井,城区,108.3786900,30.8127000,散生,国有,175,175,三级,13,320,14,13,15,200,东,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-05-31,蔡孔瑜,2018-05-06,1 3 2110 0175 130 0320 014 1 1,纪念树,,2018-05-18,,,,
古树,00127,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,万达后面,城区,108.3795600,30.8117100,散生,国有,120,120,三级,17,315,18,20,17,210,东北,10,下部,紫色土,正常株,良好,无,遗漏树木,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-27,蔡孔瑜,2018-05-06,1 3 2110 0120 170 0315 018 1 1,纪念树,,2018-05-18,,,,
古树,00128,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,高笋塘社区居委会,自力巷30号外边,城区,108.3798100,30.8112900,散生,国有,135,135,三级,18,375,18,16,20,200,东北,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0135 180 0375 018 1 1,纪念树,,2018-05-18,,,,
古树,00129,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,乌龙池社区居委会,万三中校内(大门口旁),城区,108.3740800,30.8103900,散生,国有,125,125,三级,16,330,13,12,14,270,东,10,中部,紫色土,正常株,良好,无,无,无,万三中,万三中,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-02,蔡孔瑜,2018-05-06,1 3 2110 0125 160 0330 013 1 1,纪念树,,2018-05-18,,,,
古树,00131,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,西山路社区居委会,西山公园(白骨塔),城区,108.3779000,30.8043000,散生,国有,125,125,三级,15,305,11,10,13,200,南,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,修电站（距今80年修的电站）之前所栽,熊国鹏,2017-05-01,蔡孔瑜,2018-05-06,1 3 2110 0125 150 0305 011 1 1,纪念树,,2018-05-18,,,,
古树,00134,黄葛树,,Ficus virens Ait. var. sublanceolata (Miq.) Corner,桑科,榕属,高笋塘街道,西山路社区居委会,西山公园(抗战烈士纪念碑前),城区,108.3810000,30.8042000,散生,国有,110,110,三级,14,160,11,10,12,200,东南,10,下部,紫色土,正常株,良好,无,无,无,区园林处,区园林处,无,无,"砌树池,","其它,",,无,熊国鹏,2017-06-18,蔡孔瑜,2018-05-06,1 3 2110 0110 140 0160 011 1 1,纪念树,,2018-05-18,,,,
